"Time"	gadX	torR	hdeA	hdeB	yhiD
300	0.0323308	0.6018345	0.5303736	0.7763038	0.4118198
350	0.0339554	0.6789089	0.6056800	0.8115841	0.4020709
400	0.0193995	0.5978857	0.5585466	0.7240092	0.3269040
450	0.0174100	0.7477986	0.4517590	0.6306036	0.3136495
500	0.0332866	0.6202357	0.5122209	0.4958442	0.2507469
550	0.0681765	0.6073197	0.5384300	0.4998114	0.3889202
600	0.1276158	0.5663059	0.4062390	0.6560311	0.4430269
650	0.1455592	0.7486914	0.3599270	0.6165143	0.3821477
700	0.1316281	0.6602236	0.4942305	0.5849019	0.2901962
750	0.1277122	0.6447351	0.4934592	0.4976826	0.3915914
800	0.1598570	0.8424274	0.4847900	0.5493783	0.4030166
850	0.1288027	0.6458782	0.4126408	0.5391320	0.3314818
900	0.1682025	0.5687352	0.4874854	0.7905338	0.4531308
950	0.1802585	0.6979663	0.4912358	0.6728202	0.3553360
1000	0.1357465	0.6036541	0.4472518	0.5706627	0.3116572

0	0.1943022	0.7060099	0.6216052	0.7191581	0.3272713
50	0.1945213	0.8403358	0.6028874	0.7926655	0.3184610
100	0.1708258	0.6837787	0.6972725	0.7314415	0.4483801
150	0.1732503	0.6499480	0.6489722	0.6880929	0.3314778
200	0.1705991	0.7895914	0.6497273	0.7129156	0.3352506
250	0.1544594	0.6240954	0.7011745	0.5704623	0.3204390
300	0.1537028	0.5024476	0.5733245	0.6594913	0.3801416
350	0.2334649	0.5954759	0.5787334	0.6012402	0.4691213
400	0.1921473	0.7520015	0.6153193	0.5899199	0.3408400
450	0.1972915	0.5960277	0.5727647	0.7354914	0.2648523
500	0.1667062	0.6118969	0.5588648	0.6876495	0.3891313
550	0.1501095	0.7802996	0.5915768	0.4884959	0.4087898
600	0.1129785	0.7163526	0.4958100	0.6608931	0.3431282
650	0.1642250	0.6965525	0.4991012	0.7150455	0.3144810
700	0.1426594	0.6989837	0.4467130	0.6290533	0.3611013
750	0.1782189	0.6918123	0.5261065	0.6999492	0.3853399
800	0.1596534	0.6293708	0.6583125	0.6372957	0.3684099
850	0.1414906	0.7110234	0.5275830	0.7141315	0.2810221
900	0.1632840	0.6356792	0.5626748	0.7094014	0.4413559
950	0.1713412	0.5986287	0.5292046	0.6884437	0.3525989
1000	0.1464568	0.7387229	0.5533449	0.6576166	0.3172057

0	0.1924933	0.6095642	0.5215423	0.7758748	0.3357411
50	0.1754866	0.6312604	0.5261484	0.6795641	0.2908339
100	0.1388828	0.7859662	0.5632370	0.6623581	0.4455389
150	0.1948688	0.7382721	0.5884363	0.6055790	0.3946708
200	0.1242119	0.6861045	0.5173935	0.5749139	0.3880568
250	0.1693055	0.7164884	0.5068077	0.7886419	0.3359688
300	0.1393248	0.6955768	0.6151830	0.8319359	0.5328153
350	0.1588039	0.5675866	0.5715083	0.5133212	0.4487290
400	0.1643973	0.6818819	0.6668503	0.5940753	0.3836125
450	0.1686514	0.6177793	0.6323605	0.6429373	0.3238978
500	0.2043239	0.7180438	0.5163405	0.6757771	0.3282949
550	0.1241376	0.6074243	0.5081619	0.5841299	0.3439769
600	0.1804136	0.6277581	0.4901660	0.6090967	0.3735384
650	0.1872999	0.6445827	0.4176556	0.6329839	0.4788396
700	0.1842419	0.7350229	0.5650407	0.6498221	0.3218034
750	0.1905126	0.6163945	0.4724038	0.5854017	0.4741570
800	0.1624469	0.6816688	0.5150523	0.6144452	0.4154055
