"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN
450	1.0429062	1.0062424	0.1209662	0.0388366	0.4655320	0.1109563	0.7163224	0.1809000	0.0682862	0.0662651
500	0.9738057	0.9844855	0.1135464	0.0361970	0.5141648	0.1274756	0.7978723	0.2019572	0.0529047	0.0479982
550	0.9917462	1.0440288	0.1480243	0.4421918	0.4921027	0.1373984	0.7990515	0.2216039	0.1322820	0.0507538
600	1.0628246	0.9958767	0.1711679	0.8317097	0.4744188	0.1750759	0.9843723	0.2614613	0.2997648	0.0690717
650	1.0112470	1.0976353	0.1826860	1.0167794	0.5391425	0.2764690	1.0537566	0.2503446	0.3767980	0.0862643
700	0.9809931	1.0577773	0.1899728	0.9817790	0.5314558	0.3813014	0.9951047	0.2779551	0.4283048	0.0689809
750	1.0085631	0.9296795	0.1999867	0.9386489	0.5458939	0.4386642	1.0501131	0.2189624	0.6269585	0.0628444
800	1.1163915	1.0069232	0.1905861	1.0030297	0.4803368	0.3878330	0.9667363	0.2217655	0.6632418	0.0816033
850	1.0846593	1.0481505	0.1839149	1.0591426	0.5585715	0.4082743	0.9598647	0.2055108	0.6509479	0.0617517
900	1.0392993	1.0745944	0.1830175	0.9557963	0.6221066	0.3634002	1.0156990	0.1684988	0.6595872	0.0643092
950	1.0983922	0.9584704	0.1819970	0.8869779	0.6183721	0.4130673	0.9503199	0.1738889	0.6279671	0.0384710
1000	1.0190338	0.9495395	0.2035888	0.9211037	0.5982977	0.4238602	0.9734403	0.2317081	0.6282181	0.0473890

0	1.0656191	0.9491509	0.2200314	0.9274501	0.5176824	0.4316510	1.0998403	0.2818291	0.6490689	0.0687770
50	0.9755173	0.9978660	0.1696420	1.0102944	0.6225875	0.4000743	0.9979269	0.2084577	0.7008031	0.0358574
100	1.0207235	0.9687409	0.1523016	0.9964758	0.5849246	0.4428555	1.0714886	0.1402124	0.6565656	0.0154601
150	0.9914826	1.0214354	0.1321091	1.0454855	0.6969714	0.4847239	1.0376320	0.0858421	0.6525771	0.0078285
200	0.9901714	1.0172449	0.0893006	0.9865907	0.7006277	0.4660120	0.8770782	0.0529360	0.6792445	0.0035673
250	0.9527108	1.0062740	0.0917895	0.9464135	0.7019554	0.3861025	0.9916735	0.0734814	0.6128893	0.0049959
300	0.9744465	1.0710380	0.0953838	0.9133491	0.6522579	0.4655854	0.9725972	0.0581548	0.6751281	0.0045967
350	1.0046093	1.0286025	0.0736903	0.9506785	0.7471790	0.4993194	0.9572701	0.0655388	0.6072385	0.0046789
400	1.0517664	0.9594206	0.0718359	0.9909565	0.6882292	0.4466867	1.0325248	0.0372321	0.5757373	0.0032102
450	1.0605838	1.0534946	0.0697182	1.0636026	0.6571155	0.4127850	1.0576943	0.0312277	0.6157360	0.0048060
500	1.0061012	1.0288229	0.0660779	1.0931043	0.7240544	0.4416077	0.9795936	0.0337981	0.6783631	0.0031728
550	1.0168213	0.9631616	0.0916286	0.9094284	0.7863810	0.3977404	0.9693428	0.1123513	0.6466228	0.0176369
600	0.9530625	0.9018569	0.1371004	0.9690499	0.6875299	0.3983551	0.9873291	0.1680107	0.6562231	0.0479261
650	1.0336938	1.0410780	0.1724301	0.9512324	0.6283311	0.3682667	0.9739322	0.2636501	0.6037379	0.0708460
700	1.0484091	1.0949302	0.1822992	0.9916667	0.5844132	0.4142086	0.8855421	0.2605892	0.5377753	0.0617762
750	1.0455379	1.1272602	0.2212042	0.9302486	0.5990811	0.4099311	0.9819359	0.2336309	0.6201354	0.0679775
800	1.1112447	1.0959181	0.1766383	0.8355969	0.5374329	0.3901352	0.9779617	0.2023201	0.6284125	0.0499447
850	1.0888338	0.9795432	0.1782093	1.0012333	0.5487587	0.3907878	0.9752280	0.1968710	0.5887338	0.0514958
900	1.0196454	0.9911249	0.1757694	0.9933341	0.5677461	0.4223784	0.9716993	0.1909375	0.6521960	0.0594174
950	0.9724178	0.9978334	0.1916344	1.0446263	0.5830244	0.3492982	1.0147292	0.2547483	0.6500111	0.0720239
1000	1.0555652	1.0160122	0.2205893	0.9844963	0.6088267	0.4208073	0.9297395	0.2463667	0.6611551	0.0703288

0	1.0656191	0.9491509	0.2200314	0.9274501	0.5176824	0.4316510	1.0998403	0.2818291	0.6490689	0.0687770
50	0.7838756	0.9949582	0.2071443	0.7108421	0.7129609	0.4362895	0.9877965	0.2164464	0.5733191	0.0656435
100	0.6310600	1.0816527	0.2760025	0.4168993	0.7585323	0.2781489	0.9414208	0.2692007	0.4569897	0.0627876
150	0.5532106	0.9794632	0.3894880	0.3234071	0.7443055	0.2517172	0.9649835	0.3080643	0.4098464	0.0658192
200	0.4712748	0.9274252	0.5659484	0.2468268	0.6935338	0.1882045	0.9638407	0.3396666	0.3696961	0.0761656
250	0.4191460	1.0393528	0.6967121	0.1796109	0.6286994	0.1220661	0.9148964	0.4260499	0.3595952	0.0880588
300	0.4286435	0.9419292	0.8001518	0.1808054	0.6113398	0.1266073	0.8136197	0.4248684	0.4025943	0.1196071
350	0.4850975	0.9313133	0.8341849	0.1479836	0.5323902	0.1430228	0.7716506	0.4661994	0.4990478	0.1455448
400	0.4836927	0.9320951	0.9028944	0.1533788	0.4510290	0.1349300	0.7599675	0.4510055	0.4609913	0.1175003
450	0.4516200	0.8307776	0.8846595	0.1403250	0.4964884	0.1543121	0.6808128	0.4382860	0.4289423	0.1578769
500	0.4245040	0.9437004	0.8289850	0.1225913	0.5224019	0.1514870	0.6559726	0.4565227	0.5064832	0.1278044
550	0.5965726	0.9700499	0.8636721	0.3215859	0.4267937	0.1750141	0.7491773	0.4032992	0.6394662	0.1202775
600	0.7635827	0.9354588	0.7131729	0.4571712	0.3069128	0.1702151	0.7930555	0.3960461	0.6164342	0.0988612
650	0.8918643	1.0186629	0.5839146	0.5824128	0.2245409	0.2214678	0.8123116	0.3483336	0.5833897	0.0744559
700	0.9413826	0.9895821	0.4655712	0.7284043	0.2266791	0.3030219	0.9805660	0.3429856	0.4808147	0.0712015
750	1.1114841	1.0043020	0.3638282	0.7609443	0.2464844	0.3435079	0.9747743	0.2934559	0.4898223	0.0382321
800	1.0054053	1.0269367	0.2964074	0.7829560	0.2508371	0.3967635	1.0429322	0.2286897	0.4503279	0.0573095
850	0.9858552	0.9832148	0.2579202	0.8678369	0.3398437	0.3798079	0.8971232	0.2510492	0.3858691	0.0492355
900	0.9438114	1.0893630	0.2905737	0.8434388	0.3971234	0.3895677	1.0029405	0.2741207	0.4311061	0.0341355
950	0.8541866	1.0121611	0.2624963	0.7958204	0.4169064	0.3941754	1.0680388	0.2360247	0.4976358	0.0439973
