"Time"	relE	relB	hokD	alaS	ilvN
50	0.0637468	0.8258439	0.0625360	0.6745134	0.5954437
100	0.0612086	0.9051561	0.0794185	0.7657706	0.7412129
150	0.0342046	0.8066275	0.0564177	0.7937422	0.7928132
200	0.0664401	0.7350954	0.1819808	0.6792838	0.6684389
250	0.0775575	0.8090336	0.0483567	0.6027008	0.7108440
300	0.0856404	0.6300565	0.0898520	0.7675071	0.6550632
350	0.0853343	0.7024700	0.0591889	0.6520724	0.7757403
400	0.0537740	0.9159367	0.0726696	0.6617513	0.6629267
450	0.0296154	0.8233785	0.0432442	0.7993032	0.7250645
500	0.0967348	0.7342518	0.0590259	0.6822438	0.6942459
