"Time"	fur	rcnR	metJ	metR	metE	metH	metA	rcnA	hmp	ydfN
300	0.7415172	0.6893334	0.1224058	0.7542164	0.5036622	0.4328488	0.8744106	0.1489627	0.4629341	0.0014238
350	0.7310880	0.6418420	0.1219109	0.5936990	0.4233972	0.4557932	0.6616834	0.1823336	0.5130437	0.0021437
400	0.6502393	0.8669315	0.1703375	0.6636333	0.3710542	0.3101772	0.6981342	0.1915089	0.5533166	0.0010432
450	0.7059986	0.7525360	0.1826375	0.6565736	0.4146067	0.4591330	0.6610589	0.1591629	0.5783986	0.0019845
500	0.7878868	0.7429296	0.1413013	0.7080615	0.4691739	0.4338875	0.7835585	0.1559454	0.4276966	0.0004728
550	0.6831743	0.7927376	0.2363848	0.8391812	0.4484758	0.4246991	0.7899361	0.2415569	0.4437495	0.0400465
600	0.7034831	0.7236558	0.1729322	0.8266283	0.3990186	0.2791535	0.7298032	0.2201636	0.5185183	0.0253529
650	0.6934643	0.7415980	0.1641706	0.7119947	0.4218404	0.3472628	0.7116278	0.2258052	0.5487530	0.0762976
700	0.6350637	0.7309952	0.1762760	0.5893372	0.3177346	0.3657642	0.6976841	0.1665184	0.3791338	0.0429517
750	0.6026793	0.7722593	0.1902542	0.7932736	0.3802465	0.3649995	0.7833438	0.2133998	0.4009753	0.0577836
800	0.5176691	0.8438205	0.2308429	0.6798045	0.2454252	0.3165455	0.6733798	0.2102138	0.3790191	0.0356714
850	0.7270142	0.6110816	0.2478407	0.6955015	0.2756629	0.3382783	0.7500498	0.1923666	0.5457867	0.0342456
900	0.6340361	0.6415881	0.3553588	0.6375917	0.3312630	0.2628357	0.9160213	0.1735460	0.4874779	0.0415699
950	0.7537760	0.8526752	0.2517885	0.5765885	0.3059340	0.4306632	0.6405504	0.1281956	0.4898153	0.0366832
1000	0.6924132	0.8705625	0.1901341	0.6542702	0.3357639	0.3347945	0.5968332	0.2015542	0.4395492	0.0455772

0	0.8279144	0.7403892	0.1358372	0.6287220	0.4249110	0.2949412	0.6692343	0.1781552	0.6320469	0.0555746
50	0.7345443	0.7754978	0.1555909	0.5527061	0.3967849	0.3343245	0.9039747	0.1203736	0.2366823	0.0584788
100	0.7241801	0.9158175	0.0801386	0.5407991	0.4142443	0.2575548	0.6112525	0.1164280	0.2261507	0.0791831
150	0.8565385	0.6819047	0.0939385	0.4592409	0.4008713	0.2434304	0.6002546	0.1675291	0.2417485	0.0398077
200	0.6429423	0.7325761	0.1043154	0.5157270	0.3822766	0.2768906	0.7145617	0.1599232	0.1865974	0.0168025
