"Time"	gadX	torR	hdeA	hdeB	yhiD
650	0.2574224	1.0670881	0.7654991	0.9818633	0.5210525
700	0.2036202	1.0240242	0.7559176	0.8671549	0.5450084
750	0.2750224	0.9464363	0.6953870	0.8940904	0.4859153
800	0.1947912	0.9481017	0.7203822	0.9533862	0.5781442
850	0.2538834	1.1114991	0.7656420	1.0187086	0.5541434
900	0.2460298	1.0632276	0.8148222	0.9331708	0.5411351
950	0.2530188	0.9526915	0.7891348	0.9582895	0.5822793
1000	0.2762615	1.0171848	0.7531047	0.9040736	0.5936742

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.2209604	1.0035492	0.7292992	1.0442012	0.5114769
100	0.2499661	1.0050752	0.7891277	0.9928667	0.5248701
150	0.2254654	1.0748823	0.8193752	1.0039176	0.5523660
200	0.2194120	1.0190959	0.7838457	1.1047061	0.5845198
250	0.2752059	0.9753178	0.7889995	1.0316278	0.5246514
300	0.2540528	0.9432040	0.7740837	0.9279567	0.4696018
350	0.2321238	1.0101951	0.7768446	0.8667496	0.5316607
400	0.2741152	1.0205639	0.7399796	0.9723797	0.5144746
450	0.2699222	1.0004967	0.7093032	0.9350832	0.6008039
500	0.2640111	1.0512364	0.7636007	0.8792165	0.5004334
550	0.2216694	0.9875133	0.7708370	0.9107103	0.5390619
600	0.2307704	0.9267193	0.7809420	0.8711201	0.5453017
650	0.2493024	1.0365993	0.7525094	0.8908387	0.5747923
700	0.2487458	0.9495732	0.7202514	0.8438853	0.5665032
750	0.2015476	1.0073314	0.8113110	0.9329619	0.5694376
800	0.2101958	1.0261119	0.7818010	1.0222203	0.5605572
850	0.2552835	0.9930788	0.8248375	0.8909354	0.5003994
900	0.2151918	0.9856245	0.7464470	0.8608468	0.5037714
950	0.2875017	1.0061617	0.7073923	0.9434069	0.5205413
1000	0.2733522	0.9985879	0.6795129	0.9670850	0.5564778

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.0760879	0.8992666	0.8409842	1.0245744	0.4687524
100	0.0383086	0.9744785	0.8695884	1.0176014	0.4956037
150	0.0441245	1.0161616	0.7856147	0.9917780	0.5509633
200	0.0457549	0.9843410	0.7251972	1.0168965	0.4927570
250	0.0361975	0.9198785	0.8859824	0.9727397	0.5584426
300	0.0432398	1.0544078	0.7677353	0.9845845	0.5457258
350	0.0382321	1.0454489	0.7971711	1.0538080	0.4377597
400	0.0475695	1.0159748	0.8294162	1.0240014	0.5281108
450	0.0609318	0.9335977	0.8188448	0.9570519	0.5300413
500	0.0344523	0.9536883	0.7316887	1.0078170	0.5954443
550	0.2514351	1.0451940	0.6711466	0.8923611	0.5023148
600	0.2548810	0.9857481	0.6517817	0.9010354	0.4801239
650	0.2237139	1.0225966	0.6541599	0.8994021	0.6062141
700	0.2195777	0.9953586	0.7256432	0.8868837	0.4766673
750	0.2220715	0.9815295	0.7407641	0.9918072	0.5238916
800	0.1952177	0.8836734	0.6664747	0.9059809	0.5275490
850	0.2551806	0.8740477	0.7177645	0.8514483	0.5715820
900	0.2759387	0.9359065	0.8058563	0.8966728	0.6022225
950	0.2399059	1.0496826	0.7132625	0.8670660	0.5129491
1000	0.2293547	1.0419384	0.7226522	0.8565708	0.5157139

0	0.2658129	0.9705305	0.7829172	0.8982202	0.5490946
50	0.1906299	0.9882278	0.7259496	1.0923848	0.4955672
100	0.2456286	1.0373127	0.7147281	0.9902113	0.5519300
150	0.2501094	0.9912731	0.7218138	0.9402665	0.5205364
200	0.2008512	0.9475372	0.7311606	1.0852744	0.5045027
250	0.2852353	1.0137993	0.7788657	0.9895384	0.5041753
300	0.2305359	0.9786862	0.7987908	1.0214408	0.4926388
350	0.2903934	1.0162768	0.7834780	1.0532599	0.5517227
400	0.2805713	0.9168003	0.8014145	1.0564309	0.5065733
450	0.2791799	0.9935310	0.7197089	0.9755987	0.5061116
500	0.2279277	0.9276676	0.7690649	0.9737787	0.5682850
