"Time"	hyfR	fhlA	nsrR	feaR	hycB	hyfF	hyfH	hypC	hycG	hycF	hyfI	hyfJ	hypA	hycA	focB	hycE	hypE	hyfC	hypD	hyfA
300	0.6971206	0.2158243	0.9210516	0.0546016	0.0531926	0.2714607	0.6601011	0.2204665	0.1016810	0.0238223	0.3886669	0.9558865	0.0519594	0.3952392	0.9768062	0.0054195	0.0854951	0.7179794	0.0624097	0.5470051
350	0.7166568	0.2574397	1.0056481	0.0529954	0.0431790	0.2706310	0.6121954	0.2067705	0.1211518	0.0192862	0.3605739	1.0473164	0.0547747	0.4453211	1.0155848	0.0178110	0.0737189	0.7308082	0.0824410	0.5705243
400	0.7417287	0.2190765	0.9285866	0.0672417	0.0242340	0.2240178	0.6238522	0.2075278	0.0840744	0.0366772	0.3892843	1.0238560	0.0969443	0.4210371	1.0558796	0.0042628	0.1021830	0.7812973	0.0650684	0.5963669
450	0.6415031	0.2066597	1.0124243	0.0684729	0.0404464	0.2379169	0.5412641	0.2042680	0.0883142	0.0281040	0.3780851	1.0015672	0.0570841	0.4274363	1.0306083	0.0136542	0.1065538	0.6701065	0.0578776	0.5791892
500	0.6488871	0.2185942	0.9721120	0.0476590	0.0216759	0.2350033	0.3954579	0.1970475	0.0734268	0.0227646	0.3485981	0.9821667	0.0505915	0.4444099	0.9784850	0.0152763	0.0479928	0.6423279	0.0521035	0.5447865
550	0.6143690	0.2631849	0.9882212	0.0242375	0.0262654	0.1231377	0.3503203	0.1647789	0.0707697	0.0407045	0.3260427	1.0102269	0.0532786	0.4476647	1.0344860	0.0038509	0.0893089	0.4032893	0.0444206	0.5953564
600	0.6456752	0.2239169	1.0194195	0.0385776	0.0333524	0.0656048	0.3703334	0.2041220	0.0830948	0.0416686	0.3086013	0.9914537	0.0465249	0.4712300	0.9755371	0.0034539	0.0846452	0.4554626	0.0554953	0.5321603
650	0.7116006	0.2646817	0.8808530	0.0406110	0.0394530	0.0628253	0.3863428	0.2018092	0.0830094	0.0339782	0.3402490	0.9758539	0.0663178	0.4475135	1.0352661	0.0054454	0.1018802	0.5058362	0.0530611	0.5566106
700	0.6542063	0.3121795	0.9624423	0.0486826	0.0355903	0.0851763	0.4638339	0.1832475	0.0673116	0.0273383	0.3848718	1.0724361	0.0857292	0.4932611	0.9528692	0.0049409	0.1244943	0.4716225	0.0811915	0.5243323
750	0.7754195	0.2775178	1.0196651	0.0412723	0.0505842	0.1051938	0.6196330	0.2142972	0.1032363	0.0438159	0.3445858	0.9785029	0.0813154	0.4492705	0.9989128	0.0126904	0.1216872	0.5594844	0.0982264	0.5682814
800	0.9133703	0.2326474	0.9759397	0.0613048	0.0625379	0.1201441	0.7632669	0.2819466	0.1148323	0.0492973	0.3834227	0.9931412	0.0699590	0.4736186	1.1024471	0.0109933	0.1277165	0.6006751	0.0930162	0.6195531
850	0.8842413	0.2473915	1.0183440	0.0526007	0.0549478	0.1508139	0.8856558	0.2716224	0.1311116	0.0434558	0.3842502	1.0623693	0.0625165	0.4295338	1.0132381	0.0122881	0.1094761	0.6383795	0.0711650	0.5373904
900	0.7982833	0.2722822	1.1374626	0.0537772	0.0570518	0.1385670	0.8473142	0.3154399	0.1034328	0.0315764	0.4152413	1.0317482	0.0879283	0.4539717	1.0616683	0.0131523	0.1038499	0.5291699	0.0831433	0.5746280
950	0.8057279	0.2318898	1.0577441	0.0492565	0.0348442	0.1293546	0.7006518	0.3090044	0.0840533	0.0428521	0.4382026	0.9857081	0.0498328	0.4605663	0.9905064	0.0103269	0.1600768	0.5377042	0.1009610	0.6079177
1000	0.6387584	0.1867296	0.9921055	0.0546704	0.0385607	0.1188337	0.6614711	0.2589922	0.0840540	0.0331400	0.4059476	0.9843491	0.0500827	0.4709200	0.9384544	0.0100511	0.1072297	0.4858501	0.0788394	0.5834368

0	0.7628915	0.2327702	1.0039061	0.0381786	0.0356773	0.1122188	0.5354378	0.1984908	0.0766189	0.0307291	0.3595031	1.0098059	0.0589613	0.4610052	1.0573701	0.0081375	0.1001330	0.4658085	0.0990883	0.5873644
50	0.7514311	0.2542971	1.0000650	0.0575530	0.0412775	0.0698489	0.5638819	0.2314322	0.1039878	0.2963037	0.3725978	0.9985222	0.0637353	0.4583537	0.9510382	0.0157828	0.0924607	0.4768633	0.1071787	0.8973871
100	0.7809077	0.2406805	1.0229875	0.0511009	0.0379005	0.0988583	0.6905014	0.2385810	0.0905716	0.3293792	0.3882887	0.9526043	0.0622330	0.4462393	0.9349162	0.0156921	0.1032184	0.5646371	0.0902740	0.9729214
150	0.6507356	0.2128424	1.0285787	0.0724090	0.0380598	0.0946217	0.6105304	0.2010715	0.0841247	0.3142490	0.4399351	0.9740993	0.0511565	0.4305653	0.9301869	0.0155849	0.0875352	0.4576124	0.0842495	0.9540748
200	0.5841181	0.2244538	1.0010677	0.0795798	0.0296906	0.0563828	0.3747608	0.1548959	0.0829000	0.2902731	0.3580235	1.0000419	0.0426640	0.3991719	0.8981618	0.0060374	0.0916071	0.3953414	0.0711004	0.9573190
